step,epoch,scene,view,roi_scope,pan_reference,d_lambda,d_s,hqnr,fscc,dy_hr,dx_hr,delta_norm_hr,selection_eligible,invalid_reason,roi_hash
1010,5,7,raw_valid,selection_fixed_V,P,0.023582066086099696,0.04259506576269998,0.9348273478069581,0.9587154180255743,0.1917797327041626,-0.2571747601032257,0.32080885767936707,True,,b5979ef01aa92480
1010,5,7,aligned_valid,selection_fixed_V,P_aligned,0.023582066086099696,0.04061201511804682,0.936763634020257,0.9752098708575893,0.1917797327041626,-0.2571747601032257,0.32080885767936707,True,,b5979ef01aa92480
1010,5,7,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.023582066086099696,0.03575987634357404,0.9415013493374912,0.9726957739051441,0.3565046191215515,-0.21047496795654297,0.4139991009547126,True,,b5979ef01aa92480
1010,5,8,raw_original,original,P,0.026357445498999432,0.03857842776081141,0.9360809555473318,0.9614939919833727,0.1880158931016922,-0.2740142047405243,0.33231574296951294,True,,b5979ef01aa92480
1010,5,8,raw_valid,selection_fixed_V,P,0.024044739954383165,0.040742246041792156,0.9361926507150571,0.9617830964776886,0.1880158931016922,-0.2740142047405243,0.33231574296951294,True,,b5979ef01aa92480
1010,5,8,aligned_valid,selection_fixed_V,P_aligned,0.024044739954383165,0.03970797454627066,0.9372020534214266,0.9804747803680838,0.1880158931016922,-0.2740142047405243,0.33231574296951294,True,,b5979ef01aa92480
1010,5,8,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.024044739954383165,0.034830984558268975,0.9419617774534066,0.977776423572063,0.36027321219444275,-0.21743404865264893,0.4208020353306106,True,,b5979ef01aa92480
1010,5,9,raw_original,original,P,0.031060010420028816,0.04160563934097627,0.9286266218304576,0.9606229571655134,0.14991866052150726,-0.25473645329475403,0.29557785391807556,True,,b5979ef01aa92480
1010,5,9,raw_valid,selection_fixed_V,P,0.021533432872101077,0.037738769141698186,0.9415404432381892,0.9660625302453659,0.14991866052150726,-0.25473645329475403,0.29557785391807556,True,,b5979ef01aa92480
1010,5,9,aligned_valid,selection_fixed_V,P_aligned,0.021533432872101077,0.03655299211550939,0.9427006864143832,0.9808456755014844,0.14991866052150726,-0.25473645329475403,0.29557785391807556,True,,b5979ef01aa92480
1010,5,9,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.021533432872101077,0.031757504014729605,0.9473929111940559,0.9783040775125302,0.31680306792259216,-0.2113734781742096,0.3808450224443397,True,,b5979ef01aa92480
1010,5,10,raw_original,original,P,0.025799167419527702,0.032808130680632784,0.9422391243559909,0.9657783124327248,0.14901499450206757,-0.2564682364463806,0.29661664366722107,True,,b5979ef01aa92480
1010,5,10,raw_valid,selection_fixed_V,P,0.022048054890542734,0.03587976330953413,0.9428632607908314,0.9645532092478939,0.14901499450206757,-0.2564682364463806,0.29661664366722107,True,,b5979ef01aa92480
1010,5,10,aligned_valid,selection_fixed_V,P_aligned,0.022048054890542734,0.034578943620946205,0.9441353999355228,0.9793579419495951,0.14901499450206757,-0.2564682364463806,0.29661664366722107,True,,b5979ef01aa92480
1010,5,10,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.022048054890542734,0.029185573629371873,0.9494098566094777,0.9768541286334278,0.3245793879032135,-0.21706365048885345,0.3904720315402524,True,,b5979ef01aa92480
1010,5,11,raw_original,original,P,0.033070948459273164,0.046311317789398794,0.9221492929550222,0.9601314976371392,0.12933743000030518,-0.2374134659767151,0.27035775780677795,True,,b5979ef01aa92480
1010,5,11,raw_valid,selection_fixed_V,P,0.025380915170179374,0.04498518872421964,0.9307756613645249,0.9602870235829236,0.12933743000030518,-0.2374134659767151,0.27035775780677795,True,,b5979ef01aa92480
1010,5,11,aligned_valid,selection_fixed_V,P_aligned,0.025380915170179374,0.044242483143518474,0.931499516397886,0.9731994663073666,0.12933743000030518,-0.2374134659767151,0.27035775780677795,True,,b5979ef01aa92480
1010,5,11,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.025380915170179374,0.03696675163142919,0.9385905831856659,0.9698919315616761,0.33040526509284973,-0.23023051023483276,0.4027079922773668,True,,b5979ef01aa92480
1010,5,12,raw_original,original,P,0.029107036036854494,0.039499746585331896,0.9325429379251194,0.9594886905236166,0.1776762753725052,-0.2828146517276764,0.3339954912662506,True,,b5979ef01aa92480
1010,5,12,raw_valid,selection_fixed_V,P,0.02425776745516872,0.03993181889652022,0.9367790704251647,0.9601179181177104,0.1776762753725052,-0.2828146517276764,0.3339954912662506,True,,b5979ef01aa92480
1010,5,12,aligned_valid,selection_fixed_V,P_aligned,0.02425776745516872,0.04066179447267147,0.9360668024267877,0.9767782797782065,0.1776762753725052,-0.2828146517276764,0.3339954912662506,True,,b5979ef01aa92480
1010,5,12,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.02425776745516872,0.032757688084351734,0.9437791728403987,0.9722595693348504,0.38995134830474854,-0.23910479247570038,0.45742010868515504,True,,b5979ef01aa92480
1010,5,13,raw_original,original,P,0.022699202796907736,0.037842939238048115,0.9403168625172397,0.9565269015185524,0.13959594070911407,-0.27949294447898865,0.31241533160209656,True,,b5979ef01aa92480
1010,5,13,raw_valid,selection_fixed_V,P,0.020769871252033667,0.04168379209861542,0.9384121036445358,0.9624005949903058,0.13959594070911407,-0.27949294447898865,0.31241533160209656,True,,b5979ef01aa92480
1010,5,13,aligned_valid,selection_fixed_V,P_aligned,0.020769871252033667,0.040647565689171224,0.9394268077648678,0.9783182088286575,0.13959594070911407,-0.27949294447898865,0.31241533160209656,True,,b5979ef01aa92480
1010,5,13,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.020769871252033667,0.03228621736452615,0.9476144919613165,0.9742126275182723,0.37746891379356384,-0.24426622688770294,0.44960957560804654,True,,b5979ef01aa92480
1010,5,14,raw_original,original,P,0.03242952445143754,0.05145906634759579,0.9177802022513342,0.9597420753779555,0.1781332790851593,-0.31594914197921753,0.3627055585384369,True,,b5979ef01aa92480
1010,5,14,raw_valid,selection_fixed_V,P,0.02515168625554287,0.05074187256472202,0.9253826848385017,0.9613569190929072,0.1781332790851593,-0.31594914197921753,0.3627055585384369,True,,b5979ef01aa92480
1010,5,14,aligned_valid,selection_fixed_V,P_aligned,0.02515168625554287,0.050630073817790014,0.925491671658427,0.9824109439021527,0.1781332790851593,-0.31594914197921753,0.3627055585384369,True,,b5979ef01aa92480
1010,5,14,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.02515168625554287,0.03926746864660194,0.9365684881493039,0.9759248436137111,0.44361886382102966,-0.25299933552742004,0.5106920403875288,True,,b5979ef01aa92480
1010,5,15,raw_original,original,P,0.024209200656103325,0.04346609085397369,0.9333769878051432,0.9637972607423452,0.17949049174785614,-0.32558688521385193,0.37178441882133484,True,,b5979ef01aa92480
1010,5,15,raw_valid,selection_fixed_V,P,0.020525826857679008,0.042610011517828957,0.9377387673433107,0.9639423207024442,0.17949049174785614,-0.32558688521385193,0.37178441882133484,True,,b5979ef01aa92480
1010,5,15,aligned_valid,selection_fixed_V,P_aligned,0.020525826857679008,0.04217502908263249,0.9381648214043562,0.9844121383365778,0.17949049174785614,-0.32558688521385193,0.37178441882133484,True,,b5979ef01aa92480
1010,5,15,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.020525826857679008,0.032375114882603875,0.9477635842622949,0.9789749336723845,0.44401296973228455,-0.25224682688713074,0.5106622944423337,True,,b5979ef01aa92480
1010,5,16,raw_original,original,P,0.048667996959410376,0.07655864314776434,0.8784993157047574,0.9516985254876626,0.22240698337554932,-0.3052816689014435,0.3777059316635132,True,,b5979ef01aa92480
1010,5,16,raw_valid,selection_fixed_V,P,0.04149658144233803,0.07566521879806398,0.8859780476738042,0.9512690052151342,0.22240698337554932,-0.3052816689014435,0.3777059316635132,True,,b5979ef01aa92480
1010,5,16,aligned_valid,selection_fixed_V,P_aligned,0.04149658144233803,0.07550201338266968,0.8861344806223868,0.976105213418953,0.22240698337554932,-0.3052816689014435,0.3777059316635132,True,,b5979ef01aa92480
1010,5,16,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.04149658144233803,0.06165579961981059,0.8994061238481673,0.9704055820263056,0.47141537070274353,-0.2300238162279129,0.5245411402043292,True,,b5979ef01aa92480
1010,5,17,raw_original,original,P,0.02431825476680105,0.04760439599708612,0.9292350050659897,0.957439742178771,0.2308913916349411,-0.35193100571632385,0.4209112226963043,True,,b5979ef01aa92480
1010,5,17,raw_valid,selection_fixed_V,P,0.022850396589341404,0.05118087725641933,0.9271382294973389,0.957557631190758,0.2308913916349411,-0.35193100571632385,0.4209112226963043,True,,b5979ef01aa92480
1010,5,17,aligned_valid,selection_fixed_V,P_aligned,0.022850396589341404,0.051974555621236644,0.926362686997922,0.9837640835018022,0.2308913916349411,-0.35193100571632385,0.4209112226963043,True,,b5979ef01aa92480
1010,5,17,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.022850396589341404,0.040615399193911786,0.9374622821959622,0.9777743862197148,0.4946196377277374,-0.2533988058567047,0.5557513300348657,True,,b5979ef01aa92480
1010,5,18,raw_original,original,P,0.08455014286530926,0.15314310242687423,0.7752550258968454,0.9458763114892943,0.19718621671199799,-0.30617764592170715,0.3641801178455353,True,,b5979ef01aa92480
1010,5,18,raw_valid,selection_fixed_V,P,0.07409228907145105,0.14612162916862742,0.7906125677478749,0.9480466029020652,0.19718621671199799,-0.30617764592170715,0.3641801178455353,True,,b5979ef01aa92480
1010,5,18,aligned_valid,selection_fixed_V,P_aligned,0.07409228907145105,0.1453029875603361,0.7913705543254788,0.9698100330228712,0.19718621671199799,-0.30617764592170715,0.3641801178455353,True,,b5979ef01aa92480
1010,5,18,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.07409228907145105,0.12789425545924527,0.8074894336153681,0.9636562147666057,0.44269731640815735,-0.22291786968708038,0.49565440639704833,True,,b5979ef01aa92480
1010,5,19,raw_original,original,P,0.034409593614692535,0.06004194452263878,0.9076144807735286,0.9516419053411378,0.22217293083667755,-0.3281763195991516,0.3963086009025574,True,,b5979ef01aa92480
1010,5,19,raw_valid,selection_fixed_V,P,0.027553562839751522,0.05141040857366831,0.922452568509832,0.9515370818829035,0.22217293083667755,-0.3281763195991516,0.3963086009025574,True,,b5979ef01aa92480
1010,5,19,aligned_valid,selection_fixed_V,P_aligned,0.027553562839751522,0.051023089560870934,0.9228292155038712,0.9782877755869753,0.22217293083667755,-0.3281763195991516,0.3963086009025574,True,,b5979ef01aa92480
1010,5,19,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.027553562839751522,0.03923373351253342,0.9342937327894907,0.9708473774258033,0.5083948373794556,-0.24391399323940277,0.5638788405074928,True,,b5979ef01aa92480
2020,10,0,raw_original,original,P,0.036321251358123585,0.04958819853912868,0.9158916555262839,0.9293215019843792,0.1653759926557541,-0.21944190561771393,0.2747798562049866,True,,b5979ef01aa92480
2020,10,0,raw_valid,selection_fixed_V,P,0.03158269484885168,0.04851786160775648,0.9214317683612684,0.9260232942832146,0.1653759926557541,-0.21944190561771393,0.2747798562049866,True,,b5979ef01aa92480
2020,10,0,aligned_valid,selection_fixed_V,P_aligned,0.03158269484885168,0.05096986871981816,0.9190572022415943,0.948688830306224,0.1653759926557541,-0.21944190561771393,0.2747798562049866,True,,b5979ef01aa92480
2020,10,0,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.03158269484885168,0.042840676192177074,0.9269296529622671,0.9465552647125387,0.4259839653968811,-0.24677230417728424,0.49229961292308294,True,,b5979ef01aa92480
2020,10,1,raw_original,original,P,0.04702156468541563,0.06593445692128223,0.890144319724424,0.9309246909699156,0.1856454461812973,-0.21676847338676453,0.2853993773460388,True,,b5979ef01aa92480
2020,10,1,raw_valid,selection_fixed_V,P,0.04246720921113811,0.07381938693089038,0.8868483072066036,0.9256784665918054,0.1856454461812973,-0.21676847338676453,0.2853993773460388,True,,b5979ef01aa92480
2020,10,1,aligned_valid,selection_fixed_V,P_aligned,0.04246720921113811,0.07526173530291828,0.885467211344646,0.9479024831250675,0.1856454461812973,-0.21676847338676453,0.2853993773460388,True,,b5979ef01aa92480
2020,10,1,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.04246720921113811,0.06324670843597166,0.8969719935519564,0.9442477065062982,0.4320302903652191,-0.22259701788425446,0.4860037079735284,True,,b5979ef01aa92480
2020,10,2,raw_original,original,P,0.04195339576206325,0.08971877374576019,0.8720918377144194,0.9570642516894436,0.19262108206748962,-0.20886549353599548,0.2841261625289917,True,,b5979ef01aa92480
2020,10,2,raw_valid,selection_fixed_V,P,0.037916152460760966,0.087924116015657,0.8774934757114093,0.9563980810157673,0.19262108206748962,-0.20886549353599548,0.2841261625289917,True,,b5979ef01aa92480
2020,10,2,aligned_valid,selection_fixed_V,P_aligned,0.037916152460760966,0.08885566231727056,0.876597250061392,0.9689602936888515,0.19262108206748962,-0.20886549353599548,0.2841261625289917,True,,b5979ef01aa92480
2020,10,2,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.037916152460760966,0.0666911746309147,0.8979213456534173,0.9520271636193008,0.3913658559322357,-0.20791958272457123,0.44316789828453423,True,,b5979ef01aa92480
2020,10,3,raw_original,original,P,0.047062414842050426,0.06860315239264461,0.88756306278268,0.9375849412396379,0.17964942753314972,-0.1887500286102295,0.2605772316455841,True,,b5979ef01aa92480
2020,10,3,raw_valid,selection_fixed_V,P,0.03779654823450407,0.07441717763924623,0.8905989865703671,0.9359605623223783,0.17964942753314972,-0.1887500286102295,0.2605772316455841,True,,b5979ef01aa92480
2020,10,3,aligned_valid,selection_fixed_V,P_aligned,0.03779654823450407,0.07628496755724737,0.8888017926640936,0.9550385510723804,0.17964942753314972,-0.1887500286102295,0.2605772316455841,True,,b5979ef01aa92480
2020,10,3,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.03779654823450407,0.06272935464854329,0.9018450501956456,0.9511761643784515,0.3741772472858429,-0.20211131870746613,0.4252735561213297,True,,b5979ef01aa92480
2020,10,4,raw_original,original,P,0.031145598092209847,0.057018475256658756,0.9136118011653059,0.9496150915691167,0.19149619340896606,-0.19095081090927124,0.27043113112449646,True,,b5979ef01aa92480
2020,10,4,raw_valid,selection_fixed_V,P,0.02794004248357551,0.05937944830972205,0.9143395735151273,0.9468747334595071,0.19149619340896606,-0.19095081090927124,0.27043113112449646,True,,b5979ef01aa92480
2020,10,4,aligned_valid,selection_fixed_V,P_aligned,0.02794004248357551,0.059044323813298286,0.9146653346188838,0.963781715160924,0.19149619340896606,-0.19095081090927124,0.27043113112449646,True,,b5979ef01aa92480
2020,10,4,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.02794004248357551,0.045711406261101116,0.9276257298882424,0.9578311420690169,0.3974161148071289,-0.21114897727966309,0.4500260647058576,True,,b5979ef01aa92480
2020,10,5,raw_original,original,P,0.03590057822067583,0.0571971987594835,0.908955635527909,0.9440412753572722,0.17442531883716583,-0.19431689381599426,0.26111921668052673,True,,b5979ef01aa92480
2020,10,5,raw_valid,selection_fixed_V,P,0.030978148856761867,0.05583761896436216,0.9149139782509612,0.9423112765154127,0.17442531883716583,-0.19431689381599426,0.26111921668052673,True,,b5979ef01aa92480
2020,10,5,aligned_valid,selection_fixed_V,P_aligned,0.030978148856761867,0.056628927708153996,0.9141471827872262,0.9619705320782419,0.17442531883716583,-0.19431689381599426,0.26111921668052673,True,,b5979ef01aa92480
2020,10,5,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.030978148856761867,0.04875774429785848,0.9217745315061586,0.959573195362514,0.3786911070346832,-0.20337136089801788,0.42984516396100786,True,,b5979ef01aa92480
2020,10,6,raw_original,original,P,0.025160444958830963,0.035427546968607664,0.9403033809180915,0.952857178064564,0.18162469565868378,-0.19363635778427124,0.2654855251312256,True,,b5979ef01aa92480
2020,10,6,raw_valid,selection_fixed_V,P,0.017892760951918385,0.034972636724845796,0.9477603593520119,0.9532751197255883,0.18162469565868378,-0.19363635778427124,0.2654855251312256,True,,b5979ef01aa92480
2020,10,6,aligned_valid,selection_fixed_V,P_aligned,0.017892760951918385,0.035256288694341,0.9474817826994002,0.9740812428890981,0.18162469565868378,-0.19363635778427124,0.2654855251312256,True,,b5979ef01aa92480
2020,10,6,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.017892760951918385,0.031306562861806886,0.9513608370317872,0.9724386847401273,0.4006921350955963,-0.21203596889972687,0.45333590110944616,True,,b5979ef01aa92480
2020,10,7,raw_original,original,P,0.03263342127382396,0.03852313568501435,0.9301005847567595,0.9491855646025593,0.15398620069026947,-0.1809065043926239,0.23756875097751617,True,,b5979ef01aa92480
2020,10,7,raw_valid,selection_fixed_V,P,0.021988813960575948,0.03988119176529065,0.9390069343803865,0.9485674087427558,0.15398620069026947,-0.1809065043926239,0.23756875097751617,True,,b5979ef01aa92480
2020,10,7,aligned_valid,selection_fixed_V,P_aligned,0.021988813960575948,0.039605257739301236,0.939276800944413,0.9660970324613611,0.15398620069026947,-0.1809065043926239,0.23756875097751617,True,,b5979ef01aa92480
2020,10,7,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.021988813960575948,0.03389758476215674,0.9448589689623152,0.9651016586278248,0.3565046191215515,-0.21047496795654297,0.4139991009547126,True,,b5979ef01aa92480
2020,10,8,raw_original,original,P,0.023909599597299658,0.03785899627882052,0.939136597566062,0.9528606769526817,0.1581236869096756,-0.1942615658044815,0.25048086047172546,True,,b5979ef01aa92480
2020,10,8,raw_valid,selection_fixed_V,P,0.021643341960572604,0.04041640156992456,0.9388150024694966,0.9527894983619429,0.1581236869096756,-0.1942615658044815,0.25048086047172546,True,,b5979ef01aa92480
2020,10,8,aligned_valid,selection_fixed_V,P_aligned,0.021643341960572604,0.04108388605139568,0.9381619645829112,0.9729767279714949,0.1581236869096756,-0.1942615658044815,0.25048086047172546,True,,b5979ef01aa92480
2020,10,8,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.021643341960572604,0.03669265838893726,0.9424581514034444,0.9726248654128191,0.36027321219444275,-0.21743404865264893,0.4208020353306106,True,,b5979ef01aa92480
2020,10,9,raw_original,original,P,0.02867158781648871,0.03864825314635346,0.9337882658211974,0.9503366973055652,0.12833116948604584,-0.1820373833179474,0.22272516787052155,True,,b5979ef01aa92480
2020,10,9,raw_valid,selection_fixed_V,P,0.01972055062758238,0.037315056228710765,0.9437002665992362,0.9569089979806296,0.12833116948604584,-0.1820373833179474,0.22272516787052155,True,,b5979ef01aa92480
2020,10,9,aligned_valid,selection_fixed_V,P_aligned,0.01972055062758238,0.03776633825530129,0.9432578841026984,0.9732575419432695,0.12833116948604584,-0.1820373833179474,0.22272516787052155,True,,b5979ef01aa92480
2020,10,9,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.01972055062758238,0.03365889983622834,0.9472843215744783,0.9720377364230122,0.31680306792259216,-0.2113734781742096,0.3808450224443397,True,,b5979ef01aa92480
2020,10,10,raw_original,original,P,0.02432491029196593,0.032219489447581184,0.9442393364509183,0.9570442009536376,0.12910038232803345,-0.18351668119430542,0.22437754273414612,True,,b5979ef01aa92480
2020,10,10,raw_valid,selection_fixed_V,P,0.020240771624815523,0.034726078174867635,0.9457360328180798,0.9558653033370674,0.12910038232803345,-0.18351668119430542,0.22437754273414612,True,,b5979ef01aa92480
2020,10,10,aligned_valid,selection_fixed_V,P_aligned,0.020240771624815523,0.035052659633943765,0.9454160616197338,0.9725706573702344,0.12910038232803345,-0.18351668119430542,0.22437754273414612,True,,b5979ef01aa92480
2020,10,10,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.020240771624815523,0.030695568699721704,0.9496849616714077,0.9720561861320183,0.3245793879032135,-0.21706365048885345,0.3904720315402524,True,,b5979ef01aa92480
2020,10,11,raw_original,original,P,0.029376148981573036,0.04214235367930326,0.929719477399241,0.948180665950127,0.11996346712112427,-0.17221297323703766,0.20987744629383087,True,,b5979ef01aa92480
2020,10,11,raw_valid,selection_fixed_V,P,0.022213844228882285,0.04106959556056502,0.9376288738088783,0.9481541161537248,0.11996346712112427,-0.17221297323703766,0.20987744629383087,True,,b5979ef01aa92480
2020,10,11,aligned_valid,selection_fixed_V,P_aligned,0.022213844228882285,0.04259279105278182,0.9361395143440557,0.9639246977662462,0.11996346712112427,-0.17221297323703766,0.20987744629383087,True,,b5979ef01aa92480
2020,10,11,aligned_fixed_v64,selection_fixed_V,P_aligned_fixed_donor,0.022213844228882285,0.03639231690261197,0.9422022521273085,0.9634519967925308,0.33040526509284973,-0.23023051023483276,0.4027079922773668,True,,b5979ef01aa92480
2020,10,12,raw_original,original,P,0.02582572283344886,0.03785124898501872,0.9373005640467195,0.9512615350493228,0.15469026565551758,-0.19643831253051758,0.2500341832637787,True,,b5979ef01aa92480
2020,10,12,raw_valid,selection_fixed_V,P,0.021028044058236106,0.03814398094261643,0.9416300683109654,0.9518093319937728,0.15469026565551758,-0.19643831253051758,0.2500341832637787,True,,b5979ef01aa92480
2020,10,12,aligned_valid,selection_fixed_V,P_aligned,0.021028044058236106,0.040789117925849855,0.9390405533847554,0.9704762996511505,0.15469026565551758,-0.19643831253051758,0.2500341832637787,True,,b5979ef01aa92480
