run_id,server,sensor,role,reference_id,teacher_seed,student_seed,input,width,depth,profile,tier,block,queue_rank,within_block_order,branch_condition,dependencies,teacher_run_id,updates,baseline_id_preserved,case_id,campaign,sheet_tab,status,contract_path
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92008_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92008,PLH,104,122,BASE,P1_FIXED_REPEAT,s3_BASE_03,70,1,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C044,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92008_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92009_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92009,PLH,104,122,BASE,P1_FIXED_REPEAT,s3_BASE_03,70,2,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C045,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92009_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92010_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92010,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_01,100,1,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C046,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92010_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92011_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92011,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_01,100,2,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C047,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92011_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92016_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92016,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_02,101,1,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C048,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92016_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92017_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92017,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_02,101,2,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C049,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92017_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92018_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92018,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_03,102,1,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C050,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92018_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92019_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92019,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_03,102,2,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C051,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92019_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92020_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92020,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_04,103,1,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C052,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92020_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92021_BASE_FRESH50_v1,s3,GF2,Student,GF2_TA,91001,92021,PLH,104,122,BASE,TIME_RESERVE,s3_RESERVE_04,103,2,ALWAYS,"[""LOCAL_READY_s3"", ""QG40_GF2_TA_CAL_v1"", ""RESERVE_ADMISSION_s3""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C053,PANDA_QG40_20260920_v1,GF2-s3(5090),DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92021_BASE_FRESH50_v1.json
QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,s4,QB,Teacher,QB_TA,81001,,P0,112,123,BASE,P0_BASELINE,s4_T_BASE,10,1,ALWAYS,"[""LOCAL_READY_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,True,QG40-C054,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1.json
QGBASE_QB_S_PLH_W104_D122_TA_TS81001_SS82001_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82001,PLH,104,122,BASE,P0_BASELINE,s4_BASE_01,30,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,True,QG40-C055,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QGBASE_QB_S_PLH_W104_D122_TA_TS81001_SS82001_BASE_FRESH50_v1.json
QGBASE_QB_S_PLH_W104_D122_TA_TS81001_SS82002_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82002,PLH,104,122,BASE,P0_BASELINE,s4_BASE_01,30,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,True,QG40-C056,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QGBASE_QB_S_PLH_W104_D122_TA_TS81001_SS82002_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82004_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82004,PLH,104,122,BASE,P1_FIXED_REPEAT,s4_BASE_02,50,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C057,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82004_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82005_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82005,PLH,104,122,BASE,P1_FIXED_REPEAT,s4_BASE_02,50,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C058,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82005_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82008_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82008,PLH,104,122,BASE,P1_FIXED_REPEAT,s4_BASE_03,70,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C059,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82008_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82009_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82009,PLH,104,122,BASE,P1_FIXED_REPEAT,s4_BASE_03,70,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C060,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82009_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82010_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82010,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_01,100,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C061,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82010_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82011_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82011,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_01,100,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C062,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82011_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82016_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82016,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_02,101,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C063,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82016_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82017_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82017,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_02,101,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C064,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82017_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82018_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82018,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_03,102,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C065,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82018_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82019_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82019,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_03,102,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C066,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82019_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82020_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82020,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_04,103,1,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C067,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82020_BASE_FRESH50_v1.json
QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82021_BASE_FRESH50_v1,s4,QB,Student,QB_TA,81001,82021,PLH,104,122,BASE,TIME_RESERVE,s4_RESERVE_04,103,2,ALWAYS,"[""LOCAL_READY_s4"", ""QG40_QB_TA_CAL_v1"", ""RESERVE_ADMISSION_s4""]",QGBASE_QB_TA_P0_W112_D123_TS81001_FRESH50_v1,50000,False,QG40-C068,PANDA_QG40_20260920_v1,QB-s4,DEFINED_NOT_DEPLOYED,definitions/QG40_QB_S_PLH_W104_D122_TA_TS81001_SS82021_BASE_FRESH50_v1.json
QGBASE_GF2_S_PLH_W104_D122_TA_TS91001_SS92003_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92003,PLH,104,122,BASE,P0_BASELINE,s5_BASE_01,30,1,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,True,QG40-C069,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QGBASE_GF2_S_PLH_W104_D122_TA_TS91001_SS92003_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92006,PLH,104,122,BASE,P1_SCREEN_BASE,s5_SCREEN_92006,50,1,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C070,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_A24R_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92006,PLH,104,122,A24R,P1_SCREEN_ALT,s5_SCREEN_92006,50,2,SCREEN_s5_EQ_A24R,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C071,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_A24R_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_B20_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92006,PLH,104,122,B20,P1_SCREEN_ALT,s5_SCREEN_92006,50,2,SCREEN_s5_EQ_B20,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C072,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_B20_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_E10_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92006,PLH,104,122,E10,P1_SCREEN_ALT,s5_SCREEN_92006,50,2,SCREEN_s5_EQ_E10,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C073,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92006_E10_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_A24R_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92007,PLH,104,122,A24R,P1_SCREEN_ALT,s5_SCREEN_92007,51,1,SCREEN_s5_EQ_A24R,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C074,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_A24R_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_B20_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92007,PLH,104,122,B20,P1_SCREEN_ALT,s5_SCREEN_92007,51,1,SCREEN_s5_EQ_B20,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C075,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_B20_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_E10_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92007,PLH,104,122,E10,P1_SCREEN_ALT,s5_SCREEN_92007,51,1,SCREEN_s5_EQ_E10,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C076,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_E10_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92007,PLH,104,122,BASE,P1_SCREEN_BASE,s5_SCREEN_92007,51,2,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C077,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92007_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92012,PLH,104,122,BASE,P1_CONFIRM_BASE,s5_CONFIRM_92012,70,1,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C078,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_A24R_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92012,PLH,104,122,A24R,P1_CONFIRM_ALT,s5_CONFIRM_92012,70,2,CONFIRM_s5_EQ_A24R,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C079,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_A24R_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_B20_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92012,PLH,104,122,B20,P1_CONFIRM_ALT,s5_CONFIRM_92012,70,2,CONFIRM_s5_EQ_B20,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C080,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_B20_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_E10_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92012,PLH,104,122,E10,P1_CONFIRM_ALT,s5_CONFIRM_92012,70,2,CONFIRM_s5_EQ_E10,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C081,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92012_E10_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_A24R_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92013,PLH,104,122,A24R,P1_CONFIRM_ALT,s5_CONFIRM_92013,71,1,CONFIRM_s5_EQ_A24R,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C082,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_A24R_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_B20_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92013,PLH,104,122,B20,P1_CONFIRM_ALT,s5_CONFIRM_92013,71,1,CONFIRM_s5_EQ_B20,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C083,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_B20_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_E10_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92013,PLH,104,122,E10,P1_CONFIRM_ALT,s5_CONFIRM_92013,71,1,CONFIRM_s5_EQ_E10,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""BRANCH_RECEIPT_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C084,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_E10_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92013,PLH,104,122,BASE,P1_CONFIRM_BASE,s5_CONFIRM_92013,71,2,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C085,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92013_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92014_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92014,PLH,104,122,BASE,TIME_RESERVE,s5_RESERVE_01,100,1,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""RESERVE_ADMISSION_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C086,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92014_BASE_FRESH50_v1.json
QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92015_BASE_FRESH50_v1,s5,GF2,Student,GF2_TA,91001,92015,PLH,104,122,BASE,TIME_RESERVE,s5_RESERVE_01,100,2,ALWAYS,"[""LOCAL_READY_s5"", ""QG40_GF2_TA_IMPORT_s5_v1"", ""RESERVE_ADMISSION_s5""]",QGBASE_GF2_TA_P0_W112_D123_TS91001_FRESH50_v1,50000,False,QG40-C087,PANDA_QG40_20260920_v1,GF2-s5,DEFINED_NOT_DEPLOYED,definitions/QG40_GF2_S_PLH_W104_D122_TA_TS91001_SS92015_BASE_FRESH50_v1.json
